id;nombre;fecha_nacimiento;pasaporte;codigo_compania;vuelo_id;licencia
1370;Jessica Harvey;1996-04-08;L89163667;AZI;143;37
1371;Ronald Monroe;1984-09-12;C02131672;AZI;108;41
1372;Danny Pratt;1998-10-31;E10934506;UCA;38;36
1373;Jeffrey Roberts;1971-12-02;G16561693;KEA;10;19
1374;Jessica Harvey;1996-04-08;L89163667;IBE;70;37
1375;Jacob Duran;1988-02-25;A85793465;UAN;15;48
1376;Joe Cabrera;1994-08-13;O98651462;LAT;67;25
1377;Kimberly Brown;1999-09-02;H50641909;KAI;84;22
1378;Jacob Duran;1988-02-25;A85793465;AZI;52;17
1379;Jessica Harvey;1996-04-08;L89163667;AZI;75;37
1380;Jacob Duran;1988-02-25;A85793465;NCY;129;48
1381;Jacob Duran;1988-02-25;A85793465;COG;101;17
1382;Jacob Duran;1988-02-25;A85793465;LAW;123;17
1383;Ronald Monroe;1984-09-12;C02131672;LAM;108;2
1384;Jessica Harvey;1996-04-08;L89163667;AZI;145;37
1385;Jason Edwards;1975-02-09;J22810925;LRC;55;15
1386;Jessica Harvey;1996-04-08;L89163667;AZI;122;37
1387;Jason Edwards;1975-02-09;J22810925;ADC;107;15
1388;Jacob Duran;1988-02-25;A85793465;EAL;29;17
1389;Danny Pratt;1998-10-31;E10934506;KAI;138;47
1390;John Ross;1979-03-16;F40422038;UAN;42;29
1391;Eric Phelps;1994-10-01;B96464671;UCA;25;35
1392;Jacob Duran;1988-02-25;A85793465;COG;57;17
1393;Danny Pratt;1998-10-31;E10934506;KAI;38;36
1394;Jacob Duran;1988-02-25;A85793465;NCY;57;17
1395;Jacob Duran;1988-02-25;A85793465;UAN;117;48
1396;Jacob Duran;1988-02-25;A85793465;QAF;3;17
1397;Jessica Harvey;1996-04-08;L89163667;NCY;72;37
1398;Danny Pratt;1998-10-31;E10934506;ADC;103;36
1399;Danny Pratt;1998-10-31;E10934506;KAI;8;47
1400;Joe Cabrera;1994-08-13;O98651462;KEA;79;25
1401;Kimberly Brown;1999-09-02;H50641909;COG;36;51
1402;Jacob Duran;1988-02-25;A85793465;UAN;35;48
1403;Jason Edwards;1975-02-09;J22810925;ETA;100;15
1404;Jacob Duran;1988-02-25;A85793465;LAM;15;48
1405;Jacob Duran;1988-02-25;A85793465;QAF;129;48
1406;Laura Ward;1981-01-23;I74549867;MPH;89;28
1407;Jacob Duran;1988-02-25;A85793465;LAM;35;48
1408;Danny Pratt;1998-10-31;E10934506;KAI;112;47
1409;Curtis Gutierrez;1974-03-14;Q46419538;AZI;128;7
1410;Danny Pratt;1998-10-31;E10934506;KAI;103;36
1411;Jacob Duran;1988-02-25;A85793465;BTA;4;17
1412;Alex Deleon;1979-10-03;A35692355;MPH;66;11
1413;Ronald Monroe;1984-09-12;C02131672;AZI;121;41
1414;Kimberly Brown;1999-09-02;H50641909;IBE;84;51
1415;Danny Pratt;1998-10-31;E10934506;EAL;38;47
1416;Jacob Duran;1988-02-25;A85793465;NCY;73;17
1417;Danny Pratt;1998-10-31;E10934506;KAI;127;36
1418;Jacob Duran;1988-02-25;A85793465;NCY;29;48
1419;Kimberly Brown;1999-09-02;H50641909;COG;98;22
1420;Jacob Duran;1988-02-25;A85793465;UAN;57;48
1421;Jacob Duran;1988-02-25;A85793465;COG;59;48
1422;Jason Edwards;1975-02-09;J22810925;LRC;132;15
1423;Jason Edwards;1975-02-09;J22810925;LUD;142;15
1424;Jason Edwards;1975-02-09;J22810925;MPH;100;15
1425;Jacob Duran;1988-02-25;A85793465;LAW;20;17
1426;Joe Cabrera;1994-08-13;O98651462;QAF;2;25
1427;Eric Phelps;1994-10-01;B96464671;UCA;93;35
1428;Jason Edwards;1975-02-09;J22810925;LRC;64;15
1429;Jacob Duran;1988-02-25;A85793465;LAM;4;17
1430;John Ross;1979-03-16;F40422038;QAF;42;29
1431;Jacob Duran;1988-02-25;A85793465;KAI;123;17
1432;Jacob Duran;1988-02-25;A85793465;NCY;9;48
1433;Kimberly Brown;1999-09-02;H50641909;ADC;56;22
1434;Latasha Nelson;1986-05-09;V51246373;NCY;130;49
1435;Jason Edwards;1975-02-09;J22810925;MPH;60;15
1436;Latasha Nelson;1986-05-09;V51246373;MPH;96;49
1437;Jason Edwards;1975-02-09;J22810925;LRC;142;45
1438;Jacob Duran;1988-02-25;A85793465;KAI;4;17
1439;Danny Pratt;1998-10-31;E10934506;KAI;112;36
1440;Jacob Duran;1988-02-25;A85793465;QAF;4;17
1441;Jason Edwards;1975-02-09;J22810925;LAM;87;15
1442;Jacob Duran;1988-02-25;A85793465;LAM;99;17
1443;Jason Edwards;1975-02-09;J22810925;UCA;142;15
1444;Linda Paul;1983-01-12;L91489362;;;43
1445;Danny Pratt;1998-10-31;E10934506;XLE;38;36
1446;Jacob Duran;1988-02-25;A85793465;KAI;3;48
1447;Jacob Duran;1988-02-25;A85793465;AZI;57;48
1448;Curtis Gutierrez;1974-03-14;Q46419538;ADC;13;7
1449;Eric Phelps;1994-10-01;B96464671;KEA;63;35
1450;Jacob Duran;1988-02-25;A85793465;EAL;9;17
1451;Jacob Duran;1988-02-25;A85793465;LAW;123;48
1452;Jason Edwards;1975-02-09;J22810925;ADC;87;15
1453;Jacob Duran;1988-02-25;A85793465;AZI;99;17
1454;Jacob Duran;1988-02-25;A85793465;KEA;57;17
1455;Jacob Duran;1988-02-25;A85793465;LAW;9;48
1456;Curtis Gutierrez;1974-03-14;Q46419538;NCY;71;7
1457;Kimberly Brown;1999-09-02;H50641909;XLE;124;22
1458;Jessica Harvey;1996-04-08;L89163667;AZI;19;37
1459;Jacob Duran;1988-02-25;A85793465;KEA;101;17
1460;Jason Edwards;1975-02-09;J22810925;UCA;55;45
1461;Jason Edwards;1975-02-09;J22810925;UCA;132;45
1462;Kimberly Brown;1999-09-02;H50641909;XLE;56;22
1463;Jason Edwards;1975-02-09;J22810925;XLE;41;15
1464;Jason Edwards;1975-02-09;J22810925;LAM;64;45
1465;Jason Edwards;1975-02-09;J22810925;LAT;41;45
1466;John Ross;1979-03-16;F40422038;QAF;33;29
1467;Eric Phelps;1994-10-01;B96464671;ETA;85;35
1468;Curtis Gutierrez;1974-03-14;Q46419538;AZI;13;7
1469;Curtis Gutierrez;1974-03-14;Q46419538;NCY;51;7
1470;Kimberly Brown;1999-09-02;H50641909;ADC;36;51
1471;Matthew Walsh;1993-09-20;S26547035;EAL;131;46
1472;Jacob Duran;1988-02-25;A85793465;QAF;140;48
1473;Jacob Duran;1988-02-25;A85793465;EAL;123;17
1474;Jacob Duran;1988-02-25;A85793465;UAN;117;17
1475;Jason Edwards;1975-02-09;J22810925;ADC;132;15
1476;Curtis Gutierrez;1974-03-14;Q46419538;KAI;71;7
1477;Curtis Gutierrez;1974-03-14;Q46419538;BTA;61;7
1478;Kimberly Brown;1999-09-02;H50641909;IBE;32;51
1479;Jacob Duran;1988-02-25;A85793465;KAI;99;17
1480;Alex Deleon;1979-10-03;A35692355;MPH;12;11
1481;Joe Cabrera;1994-08-13;O98651462;BTA;91;25
1482;Danny Pratt;1998-10-31;E10934506;ADC;138;47
1483;Linda Warren;1975-03-13;L01109034;XLE;69;50
1484;Jacob Duran;1988-02-25;A85793465;EAL;123;48
1485;Danny Pratt;1998-10-31;E10934506;KAI;21;36
1486;Ronald Monroe;1984-09-12;C02131672;UAN;102;2
1487;Jacob Duran;1988-02-25;A85793465;UAN;3;48
1488;Jacob Duran;1988-02-25;A85793465;EAL;20;48
